,CONDITION_CONCEPT_ID,CONDITION_CONCEPT_NAME,FREQ
12362,201810,Lymphosarcoma of intrapelvic lymph nodes,1
12363,200152,Female infertility of pituitary - hypothalamic origin,1
12364,374906,Cerebral lipidosis,1
12365,373082,Injury of trochlear nerve,1
12366,434509,Injury of duodenum without open wound into abdominal cavity,1
12367,434531,Injury of axillary vein,1
12368,201506,Secondary syphilis of viscera,1
12369,433394,Toxic effect of organic lead compound,1
12370,433397,Accidental poisoning by disinfectant,1
12371,194558,Enterovirus enteritis,1
12372,194571,Acute gonococcal prostatitis,1
12373,434012,Developmental dyslexia,1
12374,195958,Traumatic pneumohemothorax with open wound into thorax,1
12375,434231,Burn confined to eye and adnexa,1
12376,434274,Secondary syphilitic chorioretinitis,1
12377,434275,Waterhouse-Friderichsen syndrome,1
12378,199088,First degree perineal tear during delivery with postnatal problem,1
12379,199097,Third degree perineal tear during delivery with postnatal problem,1
12380,199195,Complete disruption of kidney parenchyma without open wound into cavity,1
12381,201354,Infertility due to extratesticular cause,1
12382,201359,Placenta previa without hemorrhage - delivered,1
12383,200263,Burn of vagina AND/OR uterus,1
12384,444077,Legal termination of pregnancy,1
12385,443941,Deep third degree burn of multiple sites of upper limb,1
12386,437122,Open fracture of lower end of forearm,1
12387,434903,Ego-dystonic sexual orientation,1
12388,434972,Developmental abnormality of tooth size and form,1
12389,435024,Precipitate labor with antenatal problem,1
12390,443872,Injury of ascending right colon without open wound into abdominal cavity,1
12391,443901,Toxic effect of carbon tetrachloride,1
12392,4007423,Partial trisomy syndromes,1
12393,441158,Intracranial hemorrhage following injury with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,1
12394,441182,Effects of air pressure,1
12395,4033991,Primary occlusal trauma,1
12396,4013173,"Closed spinal fracture with complete thoracic cord lesion, T1-6",1
12397,442172,Deep third degree burns of multiple sites,1
12398,442184,Monocular esotropia with noncommitance other than A OR V pattern,1
12399,440332,Eastern equine encephalitis virus infection,1
12400,443362,Variant Creutzfeldt-Jakob disease,1
12401,442255,Intestinal obstruction by inspissated milk in newborn,1
12402,436312,Poisoning by antidote AND/OR chelating agent,1
12403,436313,Shaken baby syndrome,1
12404,4004646,Balanced autosomal rearrangement in abnormal individual,1
12405,436967,Juxtapapillary focal choroiditis AND chorioretinitis,1
12406,437013,"Primary dental caries, pit and fissure origin",1
12407,4007565,"Chimera 46, XX; 46, XY",1
12408,436261,Penetrating wound of orbit without foreign body,1
12409,436277,Injury of common carotid artery,1
12410,436287,Poisoning by vitamin K,1
12411,441645,Prolapse of cord - delivered,1
12412,441016,Peripheral anterior synechiae,1
12413,441054,Fractured dental restoration,1
12414,441060,Lymphoid hyperplasia of appendix,1
12415,441068,Torsion of appendix of testis,1
12416,441128,"Post-term infant, not heavy-for-dates",1
12417,441146,Cortex contusion without open intracranial wound AND with brief loss of consciousness,1
12418,22426,Congenital macrostomia,1
12419,74564,Rubella arthritis,1
12420,74706,Failed attempted termination of pregnancy complicated by genital-pelvic infection,1
12421,44805552,Single manic episode in partial remission,1
12422,441565,Disorder of optic chiasm associated with vascular disorder,1
12423,440240,Open ill-defined fractures of upper limb,1
12424,74422,Outlet contraction of pelvis,1
12425,73614,Closed fracture of seven ribs,1
12426,74120,Arthropathy of the shoulder region associated with helminthiasis,1
12427,74808,Injury of saphenous vein,1
12428,75090,Open fracture of three ribs,1
12429,75112,Traumatic amputation of thumb with complication,1
12430,75882,Deep transverse arrest - delivered,1
12431,81938,Climacteric arthritis of the shoulder region,1
12432,132495,"Burn involving 30-39 percent of body surface, with 30-39 percent of body surface with full thickness burn",1
12433,72726,Light-for-dates with signs of fetal malnutrition,1
12434,72817,Tuberculosis of urinary organs,1
12435,72973,Chromosomal abnormality in fetus affecting obstetrical care,1
12436,79126,Polysyndactyly,1
12437,133406,Roseola infantum,1
12438,79091,Unstable lie,1
12439,79107,"Chondrocalcinosis-pyrophosphate crystals, of the hand",1
12440,78817,Mixed feto-pelvic disproportion with antenatal problem,1
12441,78854,Osteopoikilosis,1
12442,78914,Deep third degree burn of hand,1
12443,78937,Injury of dorsal nerve roots,1
12444,77119,Closed anterior dislocation of elbow,1
12445,75639,Poor fetal nutrition,1
12446,134825,Frostbite of face,1
12447,134573,Smallpox,1
12448,441739,Epidermal burn of axilla,1
12449,441772,Injury resulting from military weapons,1
12450,441790,Trench fever,1
12451,443114,Open fracture finger proximal phalanx,1
12452,443213,Stillbirth,1
12453,443221,Congenital functional disorders of the colon,1
12454,443224,Central nervous system depressants and anesthetic agent poisoning,1
12455,443230,Open wound of larynx and trachea with complication,1
12456,439477,Accidental poisoning by adrenergics,1
12457,439484,Accidental poisoning by butyrophenone-based tranquilizer,1
12458,439485,Accidental poisoning by phenothiazine-based tranquilizer,1
12459,439525,Reattached extremity complications,1
12460,378442,Conductive hearing loss of combined sites,1
12461,378544,Subdural and cerebral hemorrhage due to birth trauma,1
12462,378573,Closed fracture of base of skull with cerebral laceration AND/OR contusion,1
12463,321815,Malignant histiocytosis of lymph nodes of multiple sites,1
12464,378763,Monocular esotropia with V pattern,1
12465,440864,Open fracture of shaft of metacarpal bone,1
12466,442271,Shock following molar AND/OR ectopic pregnancy,1
12467,442275,Tritan defect,1
12468,376423,Spastic ectropion,1
12469,376424,Monocular esotropia with A pattern,1
12470,376434,Oval window fistula,1
12471,433672,"Injury undetermined whether accidentally or purposely inflicted, by caustic substances, excluding poisoning",1
12472,378686,Syphilitic optic atrophy,1
12473,437486,Anterior nasal diphtheria,1
12474,437491,North Asian tick typhus,1
12475,437598,Acute gastrojejunal ulcer with perforation but without obstruction,1
12476,437622,Failed mechanical induction,1
12477,437657,Simple syndactyly of toes,1
12478,437681,Kernicterus due to isoimmunization,1
12479,437690,"Open fracture proximal humerus, greater tuberosity",1
12480,437728,Blister of finger with infection,1
12481,437773,Food poisoning due to Clostridia,1
12482,321179,Poisoning by drug acting on respiratory system,1
12483,321212,Bubonic plague,1
12484,374336,Infantile hemiplegia,1
12485,374345,Fusion with defective stereopsis,1
12486,439828,Ring staphyloma,1
12487,440379,Episodic opioid dependence,1
12488,440380,"Combined drug dependence, excluding opioid, episodic",1
12489,440381,"Nondependent hallucinogen abuse, continuous",1
12490,443956,Trichostrongyliasis,1
12491,4012298,Open fracture thumb proximal phalanx,1
12492,4013468,"Open fracture olecranon, intra-articular",1
12493,443908,Louse-borne relapsing fever,1
12494,443910,Penetration of eyeball with magnetic foreign body,1
12495,443916,Hereditary disease,1
12496,138886,Closed traumatic dislocation of vertebra,1
12497,437472,Toxic effect of acid,1
12498,441196,Poisoning by tetracycline group antibiotic,1
12499,441197,Poisoning by quinoline AND/OR hydroxyquinoline derivative,1
12500,198702,Lymphosarcoma of lymph nodes of inguinal region and lower limb,1
12501,198705,Malignant mast cell tumor of lymph nodes of inguinal region AND/OR lower limb,1
12502,4011013,"Fracture of alveolus, open",1
12503,435609,Vasa previa - delivered,1
12504,435616,Amniotic fluid embolism,1
12505,435659,Open fracture of humerus,1
12506,435702,Heat exhaustion due to salt depletion,1
12507,444254,Equatorial staphyloma,1
12508,444276,Toxic effect of lacrimogenic gas,1
12509,439129,Fetal or neonatal effect of breech delivery and extraction,1
12510,439143,Open fracture vault of skull with intracranial injury,1
12511,444075,Infection by Metagonimus yokogawai,1
12512,313829,Maternal hypotension syndrome - delivered with postnatal problem,1
12513,313833,Puerperal cerebrovascular disorder with postnatal complication,1
12514,313878,Respiratory symptom,1
12515,442145,Hodgkin's sarcoma of lymph nodes of inguinal region AND/OR lower limb,1
12516,435902,Poliomyelitis osteopathy of the shoulder region,1
12517,438575,Closed fracture vault of skull with intracranial injury,1
12518,438590,Brain injury with open intracranial wound,1
12519,440231,Closed fracture of multiple sites of metacarpus,1
12520,439715,Active vestibular Ménière's disease,1
12521,439723,Disease due to Poxviridae,1
12522,439731,Secondary syphilitic iridocyclitis,1
12523,442101,Vitamin A deficiency with corneal ulceration AND xerosis,1
12524,440077,Subchronic latent schizophrenia,1
12525,381789,Japanese encephalitis virus disease,1
12526,436384,Subchronic disorganized schizophrenia with acute exacerbations,1
12527,436385,Chronic disorganized schizophrenia with acute exacerbation,1
12528,442070,Maternal hypotension syndrome - delivered,1
12529,442080,Obstetric laceration of cervix - delivered,1
12530,442082,Multiple pregnancy with malpresentation - delivered,1
12531,442085,Rupture of uterus before labor with antenatal problem,1
12532,443253,Poisoning caused by biological substance,1
12533,442919,Mental disorder in the puerperium - baby delivered,1
12534,372317,Impairment level: better eye: near-total impairment: lesser eye: total impairment,1
12535,4006107,Congenital talipes calcaneovalgus,1
12536,442641,Macrotia,1
12537,438393,"Hypnotic or anxiolytic dependence, episodic",1
12538,438408,Psychogenic genitourinary tract symptoms,1
12539,438410,Psychogenic dysuria,1
12540,438412,Foreign body in anterior chamber,1
12541,438428,Stromal corneal dystrophy,1
12542,438454,Rotation of tooth,1
12543,437920,Miscarriage complicated by genital-pelvic infection,1
12544,437534,Psychogenic symptom of special sense organ,1
12545,437537,Shyness disorder of childhood,1
12546,437567,"Impaired mobility of ear ossicles, except malleus",1
12547,438362,"Pinta, primary lesion",1
12548,438365,Phaeohyphomycosis,1
12549,256018,"Tuberculosis of lung, confirmed histologically",1
12550,256036,Hemorrhagic varicella pneumonitis,1
12551,256556,Extradural hemorrhage following injury without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,1
12552,432831,Echinococcus granulosus infection,1
12553,440923,Poisoning by surface (topical) AND/OR infiltration anesthetic,1
12554,440937,Tuberculoma of meninges,1
12555,440939,Erysipelothrix,1
12556,440952,Infection by Loa loa,1
12557,443248,Open fracture of cervical spine,1
12558,442281,Sprain of septal cartilage of nose,1
12559,442285,Open wound of thyroid gland with complication,1
12560,440514,Congenital anomaly of sclera,1
12561,442578,Poisoning by succinimide,1
12562,442585,Laceration extending into parenchyma of spleen without open wound into abdominal cavity,1
12563,442543,Monoplegic cerebral palsy,1
12564,442561,Alternating exotropia with noncommitance other than A OR V pattern,1
12565,437313,Rheumatic pneumonia,1
12566,437363,Acquired valgus deformity of wrist,1
12567,437389,Closed fracture of C5-C7 level with central cord syndrome,1
12568,437499,Schistosoma japonicum infection,1
12569,437514,Disorder of histidine metabolism,1
12570,437524,Avoidant personality disorder,1
12571,437797,Schistosoma mansoni infection,1
12572,437831,"Recurrent manic episodes, in full remission",1
12573,441716,Open wound of axillary region with complication,1
12574,441759,Toxic effect of inorganic lead compound,1
12575,443242,Varicose veins of perineum and vulva in pregnancy and the puerperium,1
12576,436893,"War injury due to gases, fumes and chemicals",1
12577,436902,Borderline leprosy,1
12578,436903,Adenoviral meningitis,1
12579,442301,Iridoschisis,1
12580,434776,Open fracture of C1-C4 level with central cord syndrome,1
12581,434785,Intracranial hemorrhage following injury with open intracranial wound,1
12582,434805,Open wound of vulva with complication,1
12583,434810,Burn of genitalia,1
12584,193625,Capsular tear without major disruption of parenchyma of spleen AND without open wound into abdominal cavity,1
12585,193631,Injury of internal organ,1
12586,193707,Hymenolepiasis,1
12587,193721,Malignant histiocytosis of spleen,1
12588,432244,Streptobacillary fever,1
12589,141159,Open wound of buccal mucosa without complication,1
12590,193535,Fetal-maternal hemorrhage - delivered,1
12591,443449,Acute laryngitis with obstruction,1
12592,381949,Congenital aphakia,1
12593,381952,Injury to brachial plexus as birth trauma,1
12594,442759,Gerstmann-Straussler-Scheinker syndrome,1
12595,436526,Intracranial hemorrhage following injury with prolonged loss of consciousness AND return to pre-existing conscious level,1
12596,436532,Congenital cytomegalovirus infection,1
12597,436540,Open fracture axis,1
12598,442797,Poisoning by opiate antagonist,1
12599,436223,Poliomyelitis osteopathy of the pelvic region and/or thigh,1
12600,436805,Congenital anomaly of anterior segment of eye,1
12601,254790,Contusion of lung with open wound into thorax,1
12602,255105,Extradural hemorrhage following injury without open intracranial wound AND with loss of consciousness,1
